Tue Nov 27 01:38:56 -02 2018
k=6 min=6 exploredSolutions=1 branchedSolutions=0 limitsChecked=47
k=6 min=6 exploredSolutions=284100000 branchedSolutions=3656317862 limitsChecked=2607467379
k=6 min=6 exploredSolutions=284200000 branchedSolutions=3657203672 limitsChecked=2608165877
k=6 min=6 exploredSolutions=284300000 branchedSolutions=3658075168 limitsChecked=2608864371
k=6 min=6 exploredSolutions=284400000 branchedSolutions=3658946659 limitsChecked=2609562863
k=6 min=6 exploredSolutions=284500000 branchedSolutions=3659818165 limitsChecked=2610261361
k=6 min=6 exploredSolutions=284600000 branchedSolutions=3660719144 limitsChecked=2610959847
k=6 min=6 exploredSolutions=284700000 branchedSolutions=3661602596 limitsChecked=2611658337
k=6 min=6 exploredSolutions=284800000 branchedSolutions=3662494839 limitsChecked=2612356835
k=6 min=6 exploredSolutions=284900000 branchedSolutions=3663387091 limitsChecked=2613055337
k=6 min=6 exploredSolutions=285000000 branchedSolutions=3664258575 limitsChecked=2613753827
k=6 min=6 exploredSolutions=285100000 branchedSolutions=3665130077 limitsChecked=2614452323
k=6 min=6 exploredSolutions=285200000 branchedSolutions=3666001552 limitsChecked=2615150809
k=6 min=6 exploredSolutions=285300000 branchedSolutions=3666873058 limitsChecked=2615849307
k=6 min=6 exploredSolutions=285400000 branchedSolutions=3667744560 limitsChecked=2616547803
k=6 min=6 exploredSolutions=285500000 branchedSolutions=3668616044 limitsChecked=2617246293
k=6 min=6 exploredSolutions=285600000 branchedSolutions=3669487524 limitsChecked=2617944781
k=6 min=6 exploredSolutions=285700000 branchedSolutions=3670359025 limitsChecked=2618643277
k=6 min=6 exploredSolutions=285800000 branchedSolutions=3671230532 limitsChecked=2619341775
k=6 min=6 exploredSolutions=285900000 branchedSolutions=3672102027 limitsChecked=2620040269
k=6 min=6 exploredSolutions=286000000 branchedSolutions=3672973518 limitsChecked=2620738761
k=6 min=6 exploredSolutions=286100000 branchedSolutions=3673845020 limitsChecked=2621437257
k=6 min=6 exploredSolutions=286200000 branchedSolutions=3674716498 limitsChecked=2622135745
k=6 min=6 exploredSolutions=286300000 branchedSolutions=3675587984 limitsChecked=2622834235
k=6 min=6 exploredSolutions=286400000 branchedSolutions=3676459495 limitsChecked=2623532735
k=6 min=6 exploredSolutions=286500000 branchedSolutions=3677331001 limitsChecked=2624231233
k=6 min=6 exploredSolutions=286600000 branchedSolutions=3678202482 limitsChecked=2624929721
k=6 min=6 exploredSolutions=286700000 branchedSolutions=3679073982 limitsChecked=2625628217
k=6 min=6 exploredSolutions=286800000 branchedSolutions=3679945479 limitsChecked=2626326711
k=6 min=6 exploredSolutions=286900000 branchedSolutions=3680816965 limitsChecked=2627025201
k=6 min=6 exploredSolutions=287000000 branchedSolutions=3681688448 limitsChecked=2627723691
k=6 min=6 exploredSolutions=287100000 branchedSolutions=3682559934 limitsChecked=2628422181
k=6 min=6 exploredSolutions=287200000 branchedSolutions=3683431462 limitsChecked=2629120687
k=6 min=6 exploredSolutions=287300000 branchedSolutions=3684302951 limitsChecked=2629819179
k=6 min=6 exploredSolutions=287400000 branchedSolutions=3685174427 limitsChecked=2630517665
k=6 min=6 exploredSolutions=287500000 branchedSolutions=3686045939 limitsChecked=2631216165
k=6 min=6 exploredSolutions=287600000 branchedSolutions=3686917424 limitsChecked=2631914655
k=6 min=6 exploredSolutions=287700000 branchedSolutions=3687788920 limitsChecked=2632613149
k=6 min=6 exploredSolutions=287800000 branchedSolutions=3688660398 limitsChecked=2633311637
k=6 min=6 exploredSolutions=287900000 branchedSolutions=3689531935 limitsChecked=2634010147
k=6 min=6 exploredSolutions=288000000 branchedSolutions=3690403405 limitsChecked=2634708631
k=6 min=6 exploredSolutions=288100000 branchedSolutions=3691274895 limitsChecked=2635407123
k=6 min=6 exploredSolutions=288200000 branchedSolutions=3692146402 limitsChecked=2636105621
k=6 min=6 exploredSolutions=288300000 branchedSolutions=3693038629 limitsChecked=2636804113
k=6 min=6 exploredSolutions=288400000 branchedSolutions=3693930860 limitsChecked=2637502607
k=6 min=6 exploredSolutions=288500000 branchedSolutions=3694812735 limitsChecked=2638201105
k=6 min=6 exploredSolutions=288600000 branchedSolutions=3695711649 limitsChecked=2638899585
k=6 min=6 exploredSolutions=288700000 branchedSolutions=3696586819 limitsChecked=2639598089
k=6 min=6 exploredSolutions=288800000 branchedSolutions=3697458299 limitsChecked=2640296577
k=6 min=6 exploredSolutions=288900000 branchedSolutions=3698329811 limitsChecked=2640995077
k=6 min=6 exploredSolutions=289000000 branchedSolutions=3699201307 limitsChecked=2641693571
k=6 min=6 exploredSolutions=289100000 branchedSolutions=3700072782 limitsChecked=2642392057
k=6 min=6 exploredSolutions=289200000 branchedSolutions=3700944284 limitsChecked=2643090553
k=6 min=6 exploredSolutions=289300000 branchedSolutions=3701815767 limitsChecked=2643789043
k=6 min=6 exploredSolutions=289400000 branchedSolutions=3702687279 limitsChecked=2644487543
k=6 min=6 exploredSolutions=289500000 branchedSolutions=3703558774 limitsChecked=2645186037
k=6 min=6 exploredSolutions=289600000 branchedSolutions=3704430275 limitsChecked=2645884533
k=6 min=6 exploredSolutions=289700000 branchedSolutions=3705301756 limitsChecked=2646583021
k=6 min=6 exploredSolutions=289800000 branchedSolutions=3706193977 limitsChecked=2647281511
k=6 min=6 exploredSolutions=289900000 branchedSolutions=3707086225 limitsChecked=2647980011
k=6 min=6 exploredSolutions=290000000 branchedSolutions=3707969934 limitsChecked=2648678501
k=6 min=6 exploredSolutions=290100000 branchedSolutions=3708870692 limitsChecked=2649377001
k=6 min=6 exploredSolutions=290200000 branchedSolutions=3709742168 limitsChecked=2650075487
k=6 min=6 exploredSolutions=290300000 branchedSolutions=3710613675 limitsChecked=2650773985
k=6 min=6 exploredSolutions=290400000 branchedSolutions=3711485159 limitsChecked=2651472475
k=6 min=6 exploredSolutions=290500000 branchedSolutions=3712371215 limitsChecked=2652170969
k=6 min=6 exploredSolutions=290600000 branchedSolutions=3713269629 limitsChecked=2652869465
k=6 min=6 exploredSolutions=290700000 branchedSolutions=3714141119 limitsChecked=2653567957
k=6 min=6 exploredSolutions=290800000 branchedSolutions=3715033336 limitsChecked=2654266445
k=6 min=6 exploredSolutions=290900000 branchedSolutions=3715925727 limitsChecked=2654965015
k=6 min=6 exploredSolutions=291000000 branchedSolutions=3716797477 limitsChecked=2655663635
k=6 min=6 exploredSolutions=291100000 branchedSolutions=3717669221 limitsChecked=2656362253
k=6 min=6 exploredSolutions=291200000 branchedSolutions=3718540956 limitsChecked=2657060867
k=6 min=6 exploredSolutions=291300000 branchedSolutions=3719412730 limitsChecked=2657759497
k=6 min=6 exploredSolutions=291400000 branchedSolutions=3720284361 limitsChecked=2658458056
k=6 min=6 exploredSolutions=291500000 branchedSolutions=3721155856 limitsChecked=2659156550
k=6 min=6 exploredSolutions=291600000 branchedSolutions=3722027330 limitsChecked=2659855036
k=6 min=6 exploredSolutions=291700000 branchedSolutions=3722898832 limitsChecked=2660553532
k=6 min=6 exploredSolutions=291800000 branchedSolutions=3723791069 limitsChecked=2661252028
k=6 min=6 exploredSolutions=291900000 branchedSolutions=3724683285 limitsChecked=2661950516
k=6 min=6 exploredSolutions=292000000 branchedSolutions=3725571170 limitsChecked=2662649012
k=6 min=6 exploredSolutions=292100000 branchedSolutions=3726467780 limitsChecked=2663347516
k=6 min=6 exploredSolutions=292200000 branchedSolutions=3727339250 limitsChecked=2664046000
k=6 min=6 exploredSolutions=292300000 branchedSolutions=3728210762 limitsChecked=2664744500
k=6 min=6 exploredSolutions=292400000 branchedSolutions=3729082240 limitsChecked=2665442988
k=6 min=6 exploredSolutions=292500000 branchedSolutions=3729953732 limitsChecked=2666141480
k=6 min=6 exploredSolutions=292600000 branchedSolutions=3730825227 limitsChecked=2666839974
k=6 min=6 exploredSolutions=292700000 branchedSolutions=3731696723 limitsChecked=2667538468
k=6 min=6 exploredSolutions=292800000 branchedSolutions=3732568209 limitsChecked=2668236958
k=6 min=6 exploredSolutions=292900000 branchedSolutions=3733439719 limitsChecked=2668935458
k=6 min=6 exploredSolutions=293000000 branchedSolutions=3734311226 limitsChecked=2669633956
k=6 min=6 exploredSolutions=293100000 branchedSolutions=3735182712 limitsChecked=2670332446
k=6 min=6 exploredSolutions=293200000 branchedSolutions=3736054185 limitsChecked=2671030932
k=6 min=6 exploredSolutions=293300000 branchedSolutions=3736951254 limitsChecked=2671729428
k=6 min=6 exploredSolutions=293400000 branchedSolutions=3737838650 limitsChecked=2672427920
k=6 min=6 exploredSolutions=293500000 branchedSolutions=3738730886 limitsChecked=2673126416
k=6 min=6 exploredSolutions=293600000 branchedSolutions=3739623128 limitsChecked=2673824914
k=6 min=6 exploredSolutions=293700000 branchedSolutions=3740494624 limitsChecked=2674523408
k=6 min=6 exploredSolutions=293800000 branchedSolutions=3741366119 limitsChecked=2675221902
k=6 min=6 exploredSolutions=293900000 branchedSolutions=3742237610 limitsChecked=2675920394
k=6 min=6 exploredSolutions=294000000 branchedSolutions=3743109094 limitsChecked=2676618884
k=6 min=6 exploredSolutions=294100000 branchedSolutions=3743980601 limitsChecked=2677317382
k=6 min=6 exploredSolutions=294200000 branchedSolutions=3744852071 limitsChecked=2678015866
k=6 min=6 exploredSolutions=294300000 branchedSolutions=3745723571 limitsChecked=2678714362
k=6 min=6 exploredSolutions=294400000 branchedSolutions=3746595094 limitsChecked=2679412866
k=6 min=6 exploredSolutions=294500000 branchedSolutions=3747466584 limitsChecked=2680111358
k=6 min=6 exploredSolutions=294600000 branchedSolutions=3748338069 limitsChecked=2680809848
k=6 min=6 exploredSolutions=294700000 branchedSolutions=3749209538 limitsChecked=2681508332
k=6 min=6 exploredSolutions=294800000 branchedSolutions=3750081051 limitsChecked=2682206832
k=6 min=6 exploredSolutions=294900000 branchedSolutions=3750952546 limitsChecked=2682905326
k=6 min=6 exploredSolutions=295000000 branchedSolutions=3751824031 limitsChecked=2683603816
k=6 min=6 exploredSolutions=295100000 branchedSolutions=3752695559 limitsChecked=2684302322
k=6 min=6 exploredSolutions=295200000 branchedSolutions=3753567043 limitsChecked=2685000812
k=6 min=6 exploredSolutions=295300000 branchedSolutions=3754438524 limitsChecked=2685699300
k=6 min=6 exploredSolutions=295400000 branchedSolutions=3755310026 limitsChecked=2686397796
k=6 min=6 exploredSolutions=295500000 branchedSolutions=3756181520 limitsChecked=2687096290
k=6 min=6 exploredSolutions=295600000 branchedSolutions=3757053006 limitsChecked=2687794780
k=6 min=6 exploredSolutions=295700000 branchedSolutions=3757924506 limitsChecked=2688493276
k=6 min=6 exploredSolutions=295800000 branchedSolutions=3758795992 limitsChecked=2689191766
k=6 min=6 exploredSolutions=295900000 branchedSolutions=3759667503 limitsChecked=2689890266
k=6 min=6 exploredSolutions=296000000 branchedSolutions=3760538992 limitsChecked=2690588758
k=6 min=6 exploredSolutions=296100000 branchedSolutions=3761410499 limitsChecked=2691287256
k=6 min=6 exploredSolutions=296200000 branchedSolutions=3762283787 limitsChecked=2691985750
k=6 min=6 exploredSolutions=296300000 branchedSolutions=3763184578 limitsChecked=2692684238
k=6 min=6 exploredSolutions=296400000 branchedSolutions=3764066422 limitsChecked=2693382724
k=6 min=6 exploredSolutions=296500000 branchedSolutions=3764958664 limitsChecked=2694081222
k=6 min=6 exploredSolutions=296600000 branchedSolutions=3765850911 limitsChecked=2694779722
k=6 min=6 exploredSolutions=296700000 branchedSolutions=3766722407 limitsChecked=2695478216
k=6 min=6 exploredSolutions=296800000 branchedSolutions=3767593898 limitsChecked=2696176708
k=6 min=6 exploredSolutions=296900000 branchedSolutions=3768465398 limitsChecked=2696875204
k=6 min=6 exploredSolutions=297000000 branchedSolutions=3769336868 limitsChecked=2697573688
k=6 min=6 exploredSolutions=297100000 branchedSolutions=3770208363 limitsChecked=2698272182
k=6 min=6 exploredSolutions=297200000 branchedSolutions=3771079870 limitsChecked=2698970680
k=6 min=6 exploredSolutions=297300000 branchedSolutions=3771951350 limitsChecked=2699669168
k=6 min=6 exploredSolutions=297400000 branchedSolutions=3772822866 limitsChecked=2700367670
k=6 min=6 exploredSolutions=297500000 branchedSolutions=3773694373 limitsChecked=2701066168
k=6 min=6 exploredSolutions=297600000 branchedSolutions=3774565843 limitsChecked=2701764652
k=6 min=6 exploredSolutions=297700000 branchedSolutions=3775442533 limitsChecked=2702463150
k=6 min=6 exploredSolutions=297800000 branchedSolutions=3776345041 limitsChecked=2703161634
k=6 min=6 exploredSolutions=297900000 branchedSolutions=3777221802 limitsChecked=2703860134
k=6 min=6 exploredSolutions=298000000 branchedSolutions=3778114028 limitsChecked=2704558626
k=6 min=6 exploredSolutions=298100000 branchedSolutions=3779006269 limitsChecked=2705257124
k=6 min=6 exploredSolutions=298200000 branchedSolutions=3779877771 limitsChecked=2705955620
k=6 min=6 exploredSolutions=298300000 branchedSolutions=3780749255 limitsChecked=2706654110
k=6 min=6 exploredSolutions=298400000 branchedSolutions=3781620746 limitsChecked=2707352602
k=6 min=6 exploredSolutions=298500000 branchedSolutions=3782512995 limitsChecked=2708051102
k=6 min=6 exploredSolutions=298600000 branchedSolutions=3783405214 limitsChecked=2708749592
k=6 min=6 exploredSolutions=298700000 branchedSolutions=3784284987 limitsChecked=2709448082
k=6 min=6 exploredSolutions=298800000 branchedSolutions=3785184462 limitsChecked=2710146568
k=6 min=6 exploredSolutions=298900000 branchedSolutions=3786061179 limitsChecked=2710845076
k=6 min=6 exploredSolutions=299000000 branchedSolutions=3786932665 limitsChecked=2711543566
k=6 min=6 exploredSolutions=299100000 branchedSolutions=3787804159 limitsChecked=2712242060
k=6 min=6 exploredSolutions=299200000 branchedSolutions=3788675667 limitsChecked=2712940558
k=6 min=6 exploredSolutions=299300000 branchedSolutions=3789547148 limitsChecked=2713639046
k=6 min=6 exploredSolutions=299400000 branchedSolutions=3790418626 limitsChecked=2714337534
k=6 min=6 exploredSolutions=299500000 branchedSolutions=3791290117 limitsChecked=2715036026
k=6 min=6 exploredSolutions=299600000 branchedSolutions=3792161639 limitsChecked=2715734530
k=6 min=6 exploredSolutions=299700000 branchedSolutions=3793033134 limitsChecked=2716433024
k=6 min=6 exploredSolutions=299800000 branchedSolutions=3793904610 limitsChecked=2717131510
k=6 min=6 exploredSolutions=299900000 branchedSolutions=3794776116 limitsChecked=2717830008
k=6 min=6 exploredSolutions=300000000 branchedSolutions=3795668343 limitsChecked=2718528500
k=6 min=6 exploredSolutions=300100000 branchedSolutions=3796560563 limitsChecked=2719226990
k=6 min=6 exploredSolutions=300200000 branchedSolutions=3797442421 limitsChecked=2719925482
k=6 min=6 exploredSolutions=300300000 branchedSolutions=3798345075 limitsChecked=2720623996
k=6 min=6 exploredSolutions=300400000 branchedSolutions=3799216791 limitsChecked=2721322602
k=6 min=6 exploredSolutions=300500000 branchedSolutions=3800088531 limitsChecked=2722021218
k=6 min=6 exploredSolutions=300600000 branchedSolutions=3800960293 limitsChecked=2722719844
k=6 min=6 exploredSolutions=300700000 branchedSolutions=3801832029 limitsChecked=2723418458
k=6 min=6 exploredSolutions=300800000 branchedSolutions=3802703813 limitsChecked=2724117092
k=6 min=6 exploredSolutions=300900000 branchedSolutions=3803575282 limitsChecked=2724815576
k=6 min=6 exploredSolutions=301000000 branchedSolutions=3804446784 limitsChecked=2725514072
k=6 min=6 exploredSolutions=301100000 branchedSolutions=3805318284 limitsChecked=2726212568
k=6 min=6 exploredSolutions=301200000 branchedSolutions=3806204548 limitsChecked=2726911056
k=6 min=6 exploredSolutions=301300000 branchedSolutions=3807102749 limitsChecked=2727609556
k=6 min=6 exploredSolutions=301400000 branchedSolutions=3807974228 limitsChecked=2728308044
k=6 min=6 exploredSolutions=301500000 branchedSolutions=3808866450 limitsChecked=2729006534
k=6 min=6 exploredSolutions=301600000 branchedSolutions=3809758714 limitsChecked=2729705040
k=6 min=6 exploredSolutions=301700000 branchedSolutions=3810630197 limitsChecked=2730403530
k=6 min=6 exploredSolutions=301800000 branchedSolutions=3811501683 limitsChecked=2731102020
k=6 min=6 exploredSolutions=301900000 branchedSolutions=3812373167 limitsChecked=2731800510
k=6 min=6 exploredSolutions=302000000 branchedSolutions=3813244680 limitsChecked=2732499010
k=6 min=6 exploredSolutions=302100000 branchedSolutions=3814116166 limitsChecked=2733197500
k=6 min=6 exploredSolutions=302200000 branchedSolutions=3814987650 limitsChecked=2733895990
k=6 min=6 exploredSolutions=302300000 branchedSolutions=3815859183 limitsChecked=2734594498
k=6 min=6 exploredSolutions=302400000 branchedSolutions=3816730647 limitsChecked=2735292980
k=6 min=6 exploredSolutions=302500000 branchedSolutions=3817602147 limitsChecked=2735991476
k=6 min=6 exploredSolutions=302600000 branchedSolutions=3818473628 limitsChecked=2736689964
k=6 min=6 exploredSolutions=302700000 branchedSolutions=3819361742 limitsChecked=2737388462
k=6 min=6 exploredSolutions=302800000 branchedSolutions=3820258102 limitsChecked=2738086956
k=6 min=6 exploredSolutions=302900000 branchedSolutions=3821129588 limitsChecked=2738785446
k=6 min=6 exploredSolutions=303000000 branchedSolutions=3822022203 limitsChecked=2739483940
k=6 min=6 exploredSolutions=303100000 branchedSolutions=3822914076 limitsChecked=2740182444
k=6 min=6 exploredSolutions=303200000 branchedSolutions=3823785545 limitsChecked=2740880928
k=6 min=6 exploredSolutions=303300000 branchedSolutions=3824657045 limitsChecked=2741579424
k=6 min=6 exploredSolutions=303400000 branchedSolutions=3825528542 limitsChecked=2742277918
k=6 min=6 exploredSolutions=303500000 branchedSolutions=3826400038 limitsChecked=2742976412
k=6 min=6 exploredSolutions=303600000 branchedSolutions=3827271523 limitsChecked=2743674902
k=6 min=6 exploredSolutions=303700000 branchedSolutions=3828143029 limitsChecked=2744373400
k=6 min=6 exploredSolutions=303800000 branchedSolutions=3829014531 limitsChecked=2745071896
k=6 min=6 exploredSolutions=303900000 branchedSolutions=3829886021 limitsChecked=2745770388
k=6 min=6 exploredSolutions=304000000 branchedSolutions=3830757500 limitsChecked=2746468876
k=6 min=6 exploredSolutions=304100000 branchedSolutions=3831629007 limitsChecked=2747167374
k=6 min=6 exploredSolutions=304200000 branchedSolutions=3832500497 limitsChecked=2747865866
k=6 min=6 exploredSolutions=304300000 branchedSolutions=3833371983 limitsChecked=2748564356
k=6 min=6 exploredSolutions=304400000 branchedSolutions=3834243480 limitsChecked=2749262850
k=6 min=6 exploredSolutions=304500000 branchedSolutions=3835114974 limitsChecked=2749961344
k=6 min=6 exploredSolutions=304600000 branchedSolutions=3835986481 limitsChecked=2750659842
k=6 min=6 exploredSolutions=304700000 branchedSolutions=3836857993 limitsChecked=2751358342
k=6 min=6 exploredSolutions=304800000 branchedSolutions=3837729466 limitsChecked=2752056828
k=6 min=6 exploredSolutions=304900000 branchedSolutions=3838600947 limitsChecked=2752755316
k=6 min=6 exploredSolutions=305000000 branchedSolutions=3839472442 limitsChecked=2753453810
k=6 min=6 exploredSolutions=305100000 branchedSolutions=3840343949 limitsChecked=2754152308
k=6 min=6 exploredSolutions=305200000 branchedSolutions=3841215440 limitsChecked=2754850800
k=6 min=6 exploredSolutions=305300000 branchedSolutions=3842086954 limitsChecked=2755549302
k=6 min=6 exploredSolutions=305400000 branchedSolutions=3842958456 limitsChecked=2756247798
k=6 min=6 exploredSolutions=305500000 branchedSolutions=3843829925 limitsChecked=2756946282
k=6 min=6 exploredSolutions=305600000 branchedSolutions=3844701415 limitsChecked=2757644774
k=6 min=6 exploredSolutions=305700000 branchedSolutions=3845593653 limitsChecked=2758343270
k=6 min=6 exploredSolutions=305800000 branchedSolutions=3846485885 limitsChecked=2759041764
k=6 min=6 exploredSolutions=305900000 branchedSolutions=3847357385 limitsChecked=2759740260
k=6 min=6 exploredSolutions=306000000 branchedSolutions=3848258801 limitsChecked=2760438742
k=6 min=6 exploredSolutions=306100000 branchedSolutions=3849141850 limitsChecked=2761137248
k=6 min=6 exploredSolutions=306200000 branchedSolutions=3850013345 limitsChecked=2761835742
k=6 min=6 exploredSolutions=306300000 branchedSolutions=3850884824 limitsChecked=2762534230
k=6 min=6 exploredSolutions=306400000 branchedSolutions=3851756325 limitsChecked=2763232726
k=6 min=6 exploredSolutions=306500000 branchedSolutions=3852627827 limitsChecked=2763931222
k=6 min=6 exploredSolutions=306600000 branchedSolutions=3853499297 limitsChecked=2764629706
k=6 min=6 exploredSolutions=306700000 branchedSolutions=3854370797 limitsChecked=2765328202
k=6 min=6 exploredSolutions=306800000 branchedSolutions=3855242314 limitsChecked=2766026704
k=6 min=6 exploredSolutions=306900000 branchedSolutions=3856113810 limitsChecked=2766725198
k=6 min=6 exploredSolutions=307000000 branchedSolutions=3856985295 limitsChecked=2767423688
k=6 min=6 exploredSolutions=307100000 branchedSolutions=3857856769 limitsChecked=2768122174
k=6 min=6 exploredSolutions=307200000 branchedSolutions=3858749013 limitsChecked=2768820672
k=6 min=6 exploredSolutions=307300000 branchedSolutions=3859641238 limitsChecked=2769519164
k=6 min=6 exploredSolutions=307400000 branchedSolutions=3860517080 limitsChecked=2770217656
k=6 min=6 exploredSolutions=307500000 branchedSolutions=3861416006 limitsChecked=2770916152
k=6 min=6 exploredSolutions=307600000 branchedSolutions=3862297439 limitsChecked=2771614762
k=6 min=6 exploredSolutions=307700000 branchedSolutions=3863169170 limitsChecked=2772313374
k=6 min=6 exploredSolutions=307800000 branchedSolutions=3864040888 limitsChecked=2773011982
k=6 min=6 exploredSolutions=307900000 branchedSolutions=3865076145 limitsChecked=2773793567
k=6 min=6 exploredSolutions=308000000 branchedSolutions=3867321396 limitsChecked=2775190767
k=6 min=6 exploredSolutions=308100000 branchedSolutions=3869564905 limitsChecked=2776587961
k=6 min=6 exploredSolutions=308200000 branchedSolutions=3871808440 limitsChecked=2777985165
k=6 min=6 exploredSolutions=308300000 branchedSolutions=3874051970 limitsChecked=2779382367
k=6 min=6 exploredSolutions=308400000 branchedSolutions=3876296374 limitsChecked=2780779573
k=6 min=6 exploredSolutions=308500000 branchedSolutions=3878541327 limitsChecked=2782176769
k=6 min=6 exploredSolutions=308600000 branchedSolutions=3880784846 limitsChecked=2783573967
k=6 min=6 exploredSolutions=308700000 branchedSolutions=3883028376 limitsChecked=2784971169
k=6 min=6 exploredSolutions=308800000 branchedSolutions=3885271901 limitsChecked=2786368369
k=6 min=6 exploredSolutions=308900000 branchedSolutions=3887516310 limitsChecked=2787765577
k=6 min=6 exploredSolutions=309000000 branchedSolutions=3889761263 limitsChecked=2789162773
k=6 min=6 exploredSolutions=309100000 branchedSolutions=3892004777 limitsChecked=2790559969
k=6 min=6 exploredSolutions=309200000 branchedSolutions=3894248318 limitsChecked=2791957175
k=6 min=6 exploredSolutions=309300000 branchedSolutions=3896491848 limitsChecked=2793354377
k=6 min=6 exploredSolutions=309400000 branchedSolutions=3898735382 limitsChecked=2794751581
k=6 min=6 exploredSolutions=309500000 branchedSolutions=3900978895 limitsChecked=2796148777
k=6 min=6 exploredSolutions=309600000 branchedSolutions=3903222409 limitsChecked=2797545973
k=6 min=6 exploredSolutions=309700000 branchedSolutions=3905465955 limitsChecked=2798943181
k=6 min=6 exploredSolutions=309800000 branchedSolutions=3907709480 limitsChecked=2800340381
k=6 min=6 exploredSolutions=309900000 branchedSolutions=3909954166 limitsChecked=2801737585
k=6 min=6 exploredSolutions=310000000 branchedSolutions=3912198836 limitsChecked=2803134783
k=6 min=6 exploredSolutions=310100000 branchedSolutions=3914442382 limitsChecked=2804531991
k=6 min=6 exploredSolutions=310200000 branchedSolutions=3916685891 limitsChecked=2805929185
k=6 min=6 exploredSolutions=310300000 branchedSolutions=3918929421 limitsChecked=2807326387
k=6 min=6 exploredSolutions=310400000 branchedSolutions=3921174107 limitsChecked=2808723591
k=6 min=6 exploredSolutions=310500000 branchedSolutions=3923418767 limitsChecked=2810120785
k=6 min=6 exploredSolutions=310600000 branchedSolutions=3925662313 limitsChecked=2811517993
k=6 min=6 exploredSolutions=310700000 branchedSolutions=3927905832 limitsChecked=2812915191
k=6 min=6 exploredSolutions=310800000 branchedSolutions=3930149352 limitsChecked=2814312389
k=6 min=6 exploredSolutions=310900000 branchedSolutions=3932394038 limitsChecked=2815709593
k=6 min=6 exploredSolutions=311000000 branchedSolutions=3934638731 limitsChecked=2817106799
k=6 min=6 exploredSolutions=311100000 branchedSolutions=3936882249 limitsChecked=2818503997
k=6 min=6 exploredSolutions=311200000 branchedSolutions=3939125763 limitsChecked=2819901193
k=6 min=6 exploredSolutions=311300000 branchedSolutions=3941369293 limitsChecked=2821298395
k=6 min=6 exploredSolutions=311400000 branchedSolutions=3943612827 limitsChecked=2822695599
k=6 min=6 exploredSolutions=311500000 branchedSolutions=3945856358 limitsChecked=2824092801
k=6 min=6 exploredSolutions=311600000 branchedSolutions=3948099881 limitsChecked=2825490001
k=6 min=6 exploredSolutions=311700000 branchedSolutions=3950343395 limitsChecked=2826887197
k=6 min=6 exploredSolutions=311800000 branchedSolutions=3952586920 limitsChecked=2828284397
k=6 min=6 exploredSolutions=311900000 branchedSolutions=3954830476 limitsChecked=2829681609
k=6 min=6 exploredSolutions=312000000 branchedSolutions=3957073995 limitsChecked=2831078807
k=6 min=6 exploredSolutions=312100000 branchedSolutions=3959317518 limitsChecked=2832476007
k=6 min=6 exploredSolutions=312200000 branchedSolutions=3961561032 limitsChecked=2833873203
k=6 min=6 exploredSolutions=312300000 branchedSolutions=3963804562 limitsChecked=2835270405
k=6 min=6 exploredSolutions=312400000 branchedSolutions=3966048108 limitsChecked=2836667613
k=6 min=6 exploredSolutions=312500000 branchedSolutions=3968291627 limitsChecked=2838064811
k=6 min=6 exploredSolutions=312600000 branchedSolutions=3970535145 limitsChecked=2839462009
k=6 min=6 exploredSolutions=312700000 branchedSolutions=3972778675 limitsChecked=2840859211
k=6 min=6 exploredSolutions=312800000 branchedSolutions=3975022200 limitsChecked=2842256411
k=6 min=6 exploredSolutions=312900000 branchedSolutions=3977265735 limitsChecked=2843653615
k=6 min=6 exploredSolutions=313000000 branchedSolutions=3979509259 limitsChecked=2845050815
k=6 min=6 exploredSolutions=313100000 branchedSolutions=3981752787 limitsChecked=2846448017
k=6 min=6 exploredSolutions=313200000 branchedSolutions=3983996302 limitsChecked=2847845213
k=6 min=6 exploredSolutions=313300000 branchedSolutions=3986239832 limitsChecked=2849242415
k=6 min=6 exploredSolutions=313400000 branchedSolutions=3988483372 limitsChecked=2850639621
k=6 min=6 exploredSolutions=313500000 branchedSolutions=3990726886 limitsChecked=2852036817
k=6 min=6 exploredSolutions=313600000 branchedSolutions=3992970414 limitsChecked=2853434019
k=6 min=6 exploredSolutions=313700000 branchedSolutions=3995213956 limitsChecked=2854831225
k=6 min=6 exploredSolutions=313800000 branchedSolutions=3997457459 limitsChecked=2856228417
k=6 min=6 exploredSolutions=313900000 branchedSolutions=3999492808 limitsChecked=2857512808
k=6 min=6 exploredSolutions=314000000 branchedSolutions=4000364291 limitsChecked=2858211298
k=6 min=6 exploredSolutions=314100000 branchedSolutions=4001235793 limitsChecked=2858909794
k=6 min=6 exploredSolutions=314200000 branchedSolutions=4002107284 limitsChecked=2859608286
k=6 min=6 exploredSolutions=314300000 branchedSolutions=4002999515 limitsChecked=2860306780
k=6 min=6 exploredSolutions=314400000 branchedSolutions=4003891753 limitsChecked=2861005276
k=6 min=6 exploredSolutions=314500000 branchedSolutions=4004770688 limitsChecked=2861703764
k=6 min=6 exploredSolutions=314600000 branchedSolutions=4005671006 limitsChecked=2862402254
k=6 min=6 exploredSolutions=314700000 branchedSolutions=4006573628 limitsChecked=2863100756
k=6 min=6 exploredSolutions=314800000 branchedSolutions=4007460654 limitsChecked=2863799242
k=6 min=6 exploredSolutions=314900000 branchedSolutions=4008352890 limitsChecked=2864497738
